DATE,DEXUSAL
2019-05-13,0.6948
2019-05-14,0.6946
2019-05-15,0.693
2019-05-16,0.6905
2019-05-17,0.6874
2019-05-20,0.6913
2019-05-21,0.6876
2019-05-22,0.688
2019-05-23,0.6896
2019-05-24,0.6914
2019-05-27,.
2019-05-28,0.693
2019-05-29,0.6912
2019-05-30,0.691
2019-05-31,0.693
2019-06-03,0.6955
2019-06-04,0.6987
2019-06-05,0.6974
2019-06-06,0.6984
2019-06-07,0.7002
2019-06-10,0.6964
2019-06-11,0.6956
2019-06-12,0.6942
2019-06-13,0.691
2019-06-14,0.6872
2019-06-17,0.686
2019-06-18,0.6872
2019-06-19,0.687
2019-06-20,0.6917
2019-06-21,0.692
2019-06-24,0.6964
2019-06-25,0.6975
2019-06-26,0.699
2019-06-27,0.6998
2019-06-28,0.7009
2019-07-01,0.6963
2019-07-02,0.6992
2019-07-03,0.7033
2019-07-04,.
2019-07-05,0.6968
2019-07-08,0.6968
2019-07-09,0.6927
2019-07-10,0.6964
2019-07-11,0.6982
2019-07-12,0.7007
2019-07-15,0.7036
2019-07-16,0.702
2019-07-17,0.7021
2019-07-18,0.7043
2019-07-19,0.7042
2019-07-22,0.7042
2019-07-23,0.6999
2019-07-24,0.6978
2019-07-25,0.6954
2019-07-26,0.6908
2019-07-29,0.6908
2019-07-30,0.6872
2019-07-31,0.6888
2019-08-01,0.6858
2019-08-02,0.6806
2019-08-05,0.678
2019-08-06,0.677
2019-08-07,0.6754
2019-08-08,0.6812
2019-08-09,0.6796
2019-08-12,0.6756
2019-08-13,0.6798
2019-08-14,0.6742
2019-08-15,0.6784
2019-08-16,0.6782
2019-08-19,0.6772
2019-08-20,0.6777
2019-08-21,0.6792
2019-08-22,0.6764
2019-08-23,0.6749
2019-08-26,0.6782
2019-08-27,0.6758
2019-08-28,0.6746
2019-08-29,0.6734
2019-08-30,0.673
2019-09-02,.
2019-09-03,0.6758
2019-09-04,0.6796
2019-09-05,0.682
2019-09-06,0.6856
2019-09-09,0.6874
2019-09-10,0.6868
2019-09-11,0.6858
2019-09-12,0.6871
2019-09-13,0.6886
2019-09-16,0.6865
2019-09-17,0.6858
2019-09-18,0.6844
2019-09-19,0.6795
2019-09-20,0.677
2019-09-23,0.6772
2019-09-24,0.6793
2019-09-25,0.675
2019-09-26,0.6754
2019-09-27,0.6764
2019-09-30,0.6746
2019-10-01,0.6703
2019-10-02,0.6698
2019-10-03,0.6751
2019-10-04,0.6764
2019-10-07,0.6742
2019-10-08,0.6727
2019-10-09,0.673
2019-10-10,0.677
2019-10-11,0.6804
2019-10-14,.
2019-10-15,0.6757
2019-10-16,0.6755
2019-10-17,0.6826
2019-10-18,0.6846
2019-10-21,0.6867
2019-10-22,0.6863
2019-10-23,0.6847
2019-10-24,0.6817
2019-10-25,0.6829
2019-10-28,0.6839
2019-10-29,0.6862
2019-10-30,0.6872
2019-10-31,0.6888
2019-11-01,0.6914
